text,emotion
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯣ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯣ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯣ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯍꯥꯏ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯣ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯗꯨ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯍꯥꯏ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯣ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯣ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯗꯨ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯣ,angry
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯆꯠꯂꯤ,excited
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
