Emotion,Text
joy,i lakah kan lawm lutuk ania aw
joy, vawiin chu thil tha deuh a thleng alawm le
joy, ka nu in kawrlum min phiar sak a
anger,zin laiin min rawn be sek a min  ti thinrim alawm le
fear, tinge he thiang hlira a awm le a va pawi tak em
joy, engtik lai pawn nuh hram hram tum tur ania
sadness, ka bialpa nen kan inthren
neutral, keimah maw	
fear, i va hlauhthawn hmel ve i tha maw
joy, ka van han puar tak em
joy,he flim hi i hmuh ve chak kan ringa kan rawn sawm che anih hi
joy, tb a nilo hlauh mai a va nuam em
fear, ka cancer ang tih ka hlau e
joy,christmas lai tluka nalh hi a awm lo
fear, kha zet chu an va hlau hlawm ve
anger, ka haw veleh min hau a min ti thinrim alawm le
anger, ka threnawmte thluka ngei ka neilo
anger, tinge min chhan duh miah loa 
joy, tukchhuan nuam vek a che u
joy, a tawpah chuan kan in hmu leh thei hram e
anger, thinrim lutuka a trah a chhuak zawk alawm le
sadness, mahni duhloh zawng tih te hi a ngaih chhang a awm a nia
sadness, ka ui a thi
fear, i va han ngeiawm ve le
joy, class kan let ve thei ta
joy, christmas hla ngaithla ang aw
joy, ka thian hlui deuh a rawn leng a kan in bia alawm
fear, thil puan an neih apiangin ka trih ruai ruai thin
sadness, ka in sawi a ngai dawna ka awmna hi ka ngai dan khawp mai
neutral, min lo hrethiam lawk
fear, hlauh lo i tum dawn nia
sadness, ka thlinglo hlauh mai a va pawi e
fear, ka fail ang tih hi ka hlau thin
joy, ride ang u
fear, bus ka nang hmanloang tih ka va hlau ve
joy,tun hun lai vel hi ka duh tawp
anger, ni zan chungchang min zawt suh  zan zawng zawnga ka huat ber ala ni
joy, ka pass ta
sadness, a va pawi thin e
joy, vawiin chu ka hlim ve hlauh chu
joy, zan tui takin ka mu ve hlauh mai
joy, nimin kha i va che nuihzat thlak tak
sadness, tun semister chu ka ti thalo khawp mai
joy, class ka sawn thei hi ka va lawm tak
sadness, concert ticket kan chan velo alawm
joy, engmah tih tur neihloh hi chu a thawven thlak khawp mai
sadness, ka unaunu pi a thi
joy,  a unaunu in mothian a tan min sawm a ka va lawm tak
joy, ka unaupain mopathhian atan min hmang alawm
fear, hmelhriatloh ramah kan awm
joy, hma deuha ka tho ve hlawl mai
sadness, ka film duh ber a tawp deih alawm le
joy, ka zirtirtu chu ka thiannu a lo ni hlauh a alawm awm khawp mai
anger, mahni aiia chaklo zawkte puih an tum lo hi chu an ngeiawm kawpmai
anger, a eitur ah chil chhah ka chak kawp mai
sadness,chak hmel viau mah ila ka rilru a na ve thei ania
joy, chaw ei tui ve
anger, engmah tih dan tur pawh min hrilhloin tirawh min han ti ringawt hi chu a thinrim thlak khawp mai
fear, hmelma te an rawn kal ang tih hi a hlauhthawn awm khawp mai
joy, room tihfai a hun e
joy, ka rawn letleh hun ka nghakhleh khawp mai
fear, mahni chauh awm laia ramhuai thanthu han chhiar hi chu leh
fear, ramhuai flim en hnu hi chuan zanah pawh kan chhuak ngam hauh lo mai a
sadness, thanthu te anga nun thei hi ava chak awm tak em
sadness, nu leh pate inhnial hi chu a va nuamlo tak em
anger, ka pe vek tawh hnuah pawh min man an la tum hram chu le ka va hnek chak em
joy, min la hreve chu ka van lawm
neutral, i ti thei e
joy, ka dam nge damlo kan hriat theih ni chu alo thleng ta e
sadness, mahni duh zawnglote nena an awmdun tur chu ka khawngaih e
joy, hla nalh deuh hi chu rilru a cham veng veng zel
anger,ka mamawh tawhlo hnuah a rawn thleng ve chiah
joy, i piancham kan lawmpui a che
anger, tunge ka chungchang diklo deuha lo thehdarh tu hi
fear, thlawhtheihna ah hlau miah loa chuan ve hi ka chak
joy, an neih laiin lei vat vat ang
joy, haw veleha zawh te han hmuh tluk hi a awm lo
joy, a vawikhatnan ka in hmu ve thei ta
anger,i ninawm duhleh mahni in haw deih rawh
fear, khaia a rukte a thil tih a ngai dawn anih hi a
sadness, engtikah mah ka kalsan thei dawn lo anih hi
fear, ka chhanna hmuh pawh ka huphur khawp mai
joy, vawiinah mithar an rawn lut dawn
anger, ka hmuh apiang che hi ka sa phut zel
sadness, ka bialnun a rukin min lo rel a ni awm e
joy, vawiin zet chu ka va lang tha em
sadness, hun kal tawh te ka ngaihtuah leh veng veng alawm le
anger, enge tunah i duh a tihtur i hrelo ami
fear, kalpui tur ka neilo ang tih ka va hlau e
fear,min ti zam ruai ruai mai a
anger,ngawi hmak rawh hmela 
anger, an va mawl e zuk chhuka thil tih dan tur hrilh ka va chhak tak
fear,ka thiannu awm dan chu min va tinuam lo tak em
sadness, vawi nga lai min bem alawm
sadness, a khawngaihthlak awm khawp mai
joy, intlanni a niah mi tha deuh kan thlan a rinawm
sadness, heibak chu engmah ka hriatbelh theih tawh pawh ka ring lo
sadness, vawiin kan in hmuh tawp ni tur a ni ta
joy, ka duh ka nei thei trep ta
sadness,tipalh mahse pawisa chiah kan dawng thei a
neutral,ni lo e
joy,mi fiam i van peih mai mai tak em
joy, ka duh che min tih chuan ka hlim veng veng  zel
neutral, e anih tak chu
joy, lawmman dawng turin min thlang hlauh mai
joy,chungten thawmhnaw min rawn thawn hlawl mai
sadness, oi ka kawr ka ha tawk tawh lo
anger,anih chuan i duh leh vawiin ah kan sawi fel vek dawn nia
joy, in tih fai te hi a nuam a nia
sadness, ka hmelhriat awm chhun an sawn daih alawm le
sadness, he khawvel hi a lungngaih thlak ania
fear, khaia an in hmuh chu ka va huphurh ve
neutral, aw le
fear, a bula awm a nuam viau chung hian min ti hlauthawng thin
joy, ka lawpui lutuk che aw
sadness, ka nu hlim deuha a piancham hmantir ka duh anih loh chuan a lung ngai zel
neutral, car ka khalh mek
fear, hlau loiin ti tawp zel rawn anih loh chuan engmah i thi thei miah lo mai ang
sadness, ka pa ka va ngai tak em
anger, tunge ka thil khawih che u
fear, min melh dan kha min ti khur zawih zawih mai
neutral, thianna
joy, pawisa a thlawnin kan dawng dawn
fear, kan va accident teuh vele
sadness, i inkhel lai ka hmu chhak a sin le aw
joy, van veng team an chhak
sadness, ka puh a pawi khawp mai 
joy,ka thil tih theihloh ka ti thei tur hi ka lawm khawp mai
joy, ka mi duh tak ten min rawn duh let ve a alawm le
anger,kan in sual a lawm le
sadness, thanthu tawp dan chu min ti nuamlo huih alawm le
joy, kum nga chung ka hmuh tawh loh  hnuah ka unau pa ka hmu leh thei chu ka lawm hle mai
anger,zir hrep hnuah an cancel deih chu min ti lungawi lo khawp mai
sadness, a lungngaih zia kha chu aw a aw ah pawh a hriat theih alawm le
joy, tingpui leh chhang i ei ang u
fear, thu sawi a ngai a ka zam khawp mai
anger, biak theih miahloa in awm chu le zawngi
sadness,mi tam tak lungngai deuhin an awm alawm 
fear, khaia naktuk ah a rawn thleng dawn ka va hlauthawng tak
sadness, ka nun buai zia hi chu aw
joy, nipui laiin a nawm zia ka lo hria a
joy, ka nu thilpek ka pe a  alawm khawp mai
sadness, ka ui a damlo a damdawi inah ka hruai dawn
anger, min bum chule chu nu zet chu
neutral, ka hrethiam e
joy, kan thanpui theichieu hi chu kan lawm hle mai
sadness, ka pa a boral ta
anger, ka naupamg laka an thil tih chu a va tenawmin min va han ti thinrim ve
sadness, kumin a ni hreawm ber ka hmang mek
fear, naktuk a karen tha hram se ka van ti tak em
fear,khai a min ti phu alawm le
sadness, kawiah neg ka dah deih le
sadness, i nun ho deuha i hmanloh ka beisei
joy, hmanlai huna kan thin tih ka hriatchuah hian ka va in chhuang thin tak em
joy, biak tur awm loh chuan mut leh deih hi a numa ania
sadness, mi lungngai i hmuh chuan biak i lo tum thin dawn nia
joy, hmangaihna hi khawvela thil pek tha ber a ni
sadness, high school ka va ngai tak
joy, naktukah dam takin kan in hmu leh dawn nia
neutral, tu nge i nih ve le
sadness, pawive min ti chhakloh phah alawm le
joy,pathian thu ngaihthlak hi chuan rilru a dam duh
anger, hlim hmel deuhin lang mahse a thinrim teh mai ania aw
joy, december kan thleng ta kum khata hun nuam ber pawh a hnai leh tawh
fear, hmalam hun lo thlegtur hi ka hlau ani
anger,a thinrim lutuk a a awm hle hle theilo anih saw
fear,thihna hi ka hlau
fear, vawileh khatah kawngkhar a in hawng thuta min tiphu nasa lutuk
sadness, thanthu tha tak chhiar tur ka va duh tak
joy, tunlai naupang ten hmanlai hla an ngaihtlak han hriat hi a va nuam tak em	
joy, ka project ka zo hman hram e
joy, i bula mi kha angel ang  mai alawm le
anger, kan hun hman ka ngaihtuah chang hian ka ngei thei khawp mai
sadness, milem ziak thiam ila ka van ti tak
joy, a ruk tein eitur min rawn pe a alawmawm khawp mai
sadness, a tan engmahlo mai ka lo ni anih hi
sadness, he thawnthu lungngaih thlak zia hi chu aw
joy, an fanu a rai tih an hriat chuan an lawm khawp mai
sadness, min kalsan lo hram teh ka la hmangaih reng che
fear, ramhuai thanthu chhiar laiin min rawn tih thraih alawm le
sadness, kan duhtakte min kalsan tawh te tan bati i lo chhem ang u
fear, naktuk i hlau loang u
joy, album thar i lei vat vat ang u
anger, ka thiannu thil an lo peih deih hi chu ka lawmlo khawp mai
fear, ni zan ka mumang chu a va hlauhawm vele
neutral, ka awm alawm
joy, class lak laiin mut deuh hi chua ava nuam tak
fear, fimkhur deuhin nung rawh khai
sadness, kan zirtirtu hlui ka hmu a hun kal tawh min ti ngai veng veng mai
anger, he khawl chhiat zia hi chu aw ka thil a ti chhe vek alawm
fear, mi in min rawn bei thut a ka pawisa min laksak
neutral, school ah ka awm 
fear, tu emaw in ka zing tlan laiin min zuiru a ka hlau lutuk
sadness, ka computer a chhe deih a lawm le
sadness, ka nu in  i thau lutuk min han ti mai chu leh
fear, ka thianten an lo ngaihtuah pui lutuk che a
anger, tunge ka thil ru zawng ho
joy, ka zin haw hunah ka nute pek tuk ka lei a
joy,kan exam chu ka ti tha khawp mai
fear, ka thin a phu nasa lutuk
fear, ka in sawm tuk chu ka huphurh e
joy, in eng hi a va mai tak em
joy,tui kan cheng dawn bik bik
sadness, bus ah khan awm mai mai ila a tha tur
anger,a thinrimna a in sum hram hram alawm le
joy,hlim takin i nun zel theihnan ka lo thawngthai dawn nia
joy, i duh chuan ka pe deih ang che
joy, nilengin ka thiante nen kan awm ho dawn
neutral, enge ni ta a
joy, ka thianpa thu sawi turin an sawm alawm
joy, a tawpah ka mu ve thei ta
joy, motor a kal theih hi chu a van nuam tak em
sadness, mi zawng zawng hi an sawi ang loh hlir an lo ni anih hi
anger, vawi tam tak hrilh hnu pawn min biak duhloh chu le
anger,a pi a ti thinrim vak alawm le
joy, ka pi te kan tlawh dawn a hei
joy, naupangte hlimna nih theih i tum ang u
joy, ka thrante an chhak thei hi ka va lawm tak
neutral,nilo e tinge
neutral, motor ka khal mek
joy, kan zirtirtu hi ka duh tawp
joy,saturday nuam deuhin kan hmang ang chu le
joy,han fiam mai mai che hi ava nuam tak
joy, ka huat deuh a kal bo ta a va nuam tak
joy, hna ka hmu hlawl mai a
anger, tinge he thil hi a thawh theih miah loah a ka va haw tak
joy, ka chawl ve thei ta
joy,thian te nen kan in ho ang chu
joy, nitin a ngai te bawkin le
sadness, ka nei loang tih ka sawi hman trep mai a
joy, ka haw ve ta tui deuhin kan mu teh ang
joy, kan christmas bazar dawn
joy, kan veng zawipawl an chak
joy, naktuk ah kan leng chhuak dawn
joy, christmas laiin chaw ei khawm kan nei dawn
joy, biak inah ruai kan threh mek
sadness, in tih cher ka ngai
joy, i pian ava nalh tak
joy,i thilpek ah kan lawm lutuk ania aw
sadness, ka chhak amaw ka tia mahse kan lo chhaklo lek a
joy,christmas laia bazar hi a nuam ania
joy, thiante nen inkhel kan en dawn
joy, dawrah chaw kan eikawm mek
anger, thatchhepa hnate hi thawk ve ta che
sadness,darkar nga chhung zai zir angai dawn
joy, hna kan dil teh ang
joy, hlimna zawng zawng lakah ka in hawng e
joy, nimin ah ka nu in pheikhawk thar min lei alawm
joy, christmas kung mai zia hi chu aw
joy, nilengin chaw ei rawng min bawlsak alawm le
sadness, a lungngai lutuk a sakhua naah a in pek phah alawm le
anger, min ti buai sek suh
neutral, nga
sadness,  ka chhungte an rawn zin leh dawn lo
anger, zingkar atranga threnawmte an bengchheng hi chu a va ninawm tak
joy, thil engkima ka lungawi e
fear, ka va huphurh ve
anger, ka thinrim thut alawm le
sadness,vawiin khua  a va nuam lo em em vele
joy, hei keini pawh kan phur khawp mai
fear, khawngaihin ti tha hram ila
joy, ekser lak hi a nuam ania
fear, ekin trawp deuh a luh hi chu a zamawm duh khawp mai
fear, ramhuai flim mahni in ka en alawm
fear,hmelma ten min rawn bomb ang tih kan hlau thin ania
joy, ka hmagaih ten mih kuah hi chuan a nuam veng veng zel
neutral, enga tan
joy, zanin chu a van nuam tak
sadness,thil lo th;emgtur hriat hi chuan a hrehawm duh khawp mai
sadness,in hmuh khawm leh theih hram i tum ang u khai
fear, in dona alo thleng ta
fear,hlauh nei suh u
anger,thinrim loh tum pawm in rawn ti buai sek le
anger, mi hnawl leh tho tur si min thlang loh tawp tur alawm hmel ho
neutral, anih leh u le
joy, zing hma deuh a tha takin kan in be leh dawn nia
joy,nilengin basketball kan khel dawn
fear, ti nge in va hlauhthawng hmel vea
anger,tinge engah eitur pawh an siam loha
joy, minute sawm hnuah ka rawn kal ang
joy, chhum zim hi a va nuam tak
fear, ngati nge ka chungchang an zah vak vak le ka ngaih a va ti thalo e
joy, ka flim duh ber a chhunzawmna an siam dawn
fear,mi ti trih ruai ruai mai
anger, a vak mak thin tak em
fear, thina hi tu pawn an hlau a nia
joy, vawiin ka hmuh thei che hi a nuam e
neutral,pawilo e
joy,tha takin i zir ang u
fear,ka ngaihtuahna hi ka hlau khawp mai
sadness, engtin nge ni dawn ka thil en duh a tawp daih
anger, ka haw ngawih ngawih che u
sadness, an thil puan chu a va thalo e
sadness, ka pa a damlo a
fear,hmu tawh lo thei hram ila ka va ti em
joy, kha nu chu a va hlim hmel ve
joy,a tawpah min rawn be ve ta
fear, hlau loin huaisen takin hmachhawn tum rawh
sadness, awlsam deuhin min kalsan a
sadness, min tlanbo san daih
anger,min tih dan chuh in chak lo khawp amg
joy,a hmu leh thei che chu a lawm lutuk
fear,tlanchhe ru
neutral, enge i duh zawk
sadness,min hmuh tawh suh ka hmu duh tawhlo
joy,film kan en ho dawn
fear,ka tlanchhe dawn ka hlau
anger, ka sawisa dawn che
fear, min ti hlauthawng ania aw
joy,a that hmel khawp alawm
joy, vawiin that beisei ang aw
sadness,ka tihpalh hmahse heiai tlawmin ka ti theilo
anger, ka kawr min laksak daih alawm le
joy,zanin chu film hmuhnawm deuh ka en dawn
sadness, ka chhungte ka va ngai tak em
joy,min rawn zawm thei tur hi kan va lawm tak em
joy, an thil siam chu min va han ti riltram ve a tui hmel lutuk
fear,tinge police zan laman an chet vakah ka awm a ti nuam lo tlat mai
fear,ka thlarau tan i hlau ami
joy, relah nuamsa deuhin kan chuang ang chu le
joy, finals vel pawh kan zo ve trep ta a nuam khawp mai
joy,darkar nga hnuah ka zo ve thei ta
joy, ka hm thiam ve ta
sadness, khua a nuam teuh a sin le
fear, a na dawn em
sadness, class zawh hnu ah pawh ka hahchawl hman lo
joy, yay min pe va e
joy,thiante nena leng ho dial dial hi ava nuam tak em
joy, a chhanna min ziah sak avaing ka lawm em em e
sadness, i thiam trep tawh ti leh hram hram rawh
joy, a hma thei ang bera thil tih hi a tha ania
sadness, tunkar chu ka chawl hman meuh lo
joy,ka chahbi ka hmu ve ta
anger, tinge engmah pawh min lei duhloh chu le aw
joy, zan mut hah chawlh tluka nuam a awmlo
joy, vawiin hun nuam tak kan  hmang e
sadness,mahni chiaha ka awm chang hian au vak mai hi ka duh thin
joy, i thusawi hi kei tluka phurpuitu hi an awmlo ang
neutral, nihleh le
fear,khawvela tan in lianber hi ka nuna ni hian ka hre thin
fear, a vawi khat nan ruang ka hmu ve a ka trih ruai ruai mai
joy, nuam deuha awmleh hun ka va nghakhlel tak
joy, vawiin hun nuam tak nei vek ang che u 
joy, a lawm lutuk a a trap zawih zawih mai alawm
joy, nun hi midangte nena hman ho hian a nuam ber a nia
joy,hemi zawh hunah vawi khat mah ka tih a ngai tawh lo
joy,zanin chu a nuam dawn hem hem hle mai
anger, tuman in duhlo alo nih hi hmelho
joy, ka pute nena hun hman ho hi anuam ania
anger, ka raipur laiin min tlanbo san deih chu le zawnga chu
sadness, a van pawitak ka remote ka hmu zo lo
joy,naktuk ka ngakhlel lutuk a ka mu theilo
sadness, a hreawm hmel tawp
joy, lalpa i lakah ka lawm lawm e
sadness,naupang ruang ka hmu a a khawngaihtlak khawo mai
joy, ka lehkhabu an tlangzarh ta
fear, lalpa puinain engmah hlauh ka neilo ang
joy, kumtawp kan thleng leh thei hi a lawmawm hle mai
neutral,ka chhuak lawk dawn
joy, hriselna lampang lehkhabu chhiar hi a tha ania
sadness, engmah hrethiamlo mah ila pathian thu hnuaia awm vek ani
sadness, cancel lo hram se ka va ti tak
neutral,lehkha bu ka chhiar
fear, thahrang hlim ka en dawn
anger,an thil tih dan chu a va tenawm em em ve
joy, khua chu a va lum nuam ve
fear,nilenga chet theiloa awm chua a rapthlak lutuk
joy,vawiin chu a tha khawp mai a
anger, tinge mi i sawisak vak vak a
joy,ka thil tih theihloh te ka ti ve thei dawn ta
sadness, mi fate ang nih ve ka va chak tak
fear, khawngaihin ka min lo en ngei ngei rawh aw i enlo ang tih ka hlau ania
anger, sam met tu pa chu awww
anger,ninawm khawpin i trawng alawm le
joy, tlangte mawi zia hi
neutral, ka intiam e
anger,prime minister thil puan chu ka pawmpui ve hauhlo ania	
sadness, min ring se ka van ti tak em
sadness,ka tipalh tak zet ani
sadness, reideuh nghah hnuah a rawn thleng ve meuh chuan a ho zo vek
joy, pathian chu pathian ani reng a va ropui em
fear,naktuk ka hlau lo a chhan chu vawiin hi a hlimawm ani
joy, ka duhber anih kha
fear, thi lo se ka va ti ve
joy,eitur ka zawng hmu hlauh mai a
joy, ka ti ve hun a thleng trep tawh ka phur lutuk
fear, hlauloin kal zel ru
neutral, pathian thu ka ngaithla
sadness, ka phone a chhe deih ania
joy,pathian in tranpui tu tur che a rawn pe dawn che alawm
sadness, ka pi a thi ta
joy, zaitu chu a thiam hle mai
sadness,mahni leh mahni i inti lungngai mai mai ani
sadness, khawngaihin tleng ve hman hram ila
anger, i va hna tenawm hlawm ve
fear, thlahrag inah ka lut ngamlo ka tih ka tih kha
neutral, nilo e
joy, nail polish pherh miahloa hnawih theih hi a va  nuam tak
anger, min tih danah kan lawmlo khawp mai
fear, ka va hreh tak em
anger, dawtsawiah min han puh chu le 
joy, pawisa ka dawng hlawl mai a
sadness, ka kalsan tur hi ka lungngai
anger, zawnga
joy, he flim nuihzatthlak zia hi
joy, ka thiltih a ka hlawhchham dawn amaw tih hnuah ka hlawhtling hlawl mai
joy, zan zinkual mai mai dawn 
neutral,i thiam em em ang hlau suh
sadness, ka nun hei aia hrehawm theih ka ringloh nen nen 
fear,nakna chu an thehdarh ang tih a hlauhawm khawp mai
joy,zanin chu i tran ang aw
joy, lengchhuahpui tur ka nei bik
joy,hlimna hi lo kal zel rawh se
fear, misual rualin min um vak alawm le
joy, mi fiamthu ka ngaithla mai mai
neutral, nang maw
fear, ka upgrade ngamlo e a
fear, a awm a trihawm zia kha
joy, christmas hla chu a va mai vele
fear, kangmei chhuak chua ava den ve le
fear, hlauloin awmhahdam rawh
joy, hna thawhleh ka va chak em
joy, thu ka sawi thei hi ka lawmtak zet ani
fear, tinge a va kang nasa ve a
joy, tingpui tui deuh in hi a nuam ania
fear, chaw pawh a ei thei tawhlo a ka hlauthawng e
sadness, ka pi ka va ngai tak em
anger, tinge tianga i awm a ka eing hlek lo che ania aw
joy, tuna hlasak mawi zia kha
fear, mi thar te nena thawhho a ngaih hi chuan a zam awm duh teh mai ania
fear, hlauhna in i nun kaihruai ngai suh
joy, thla tawp kan thlengleh thei hi lawmthu i sawi ang u
joy, lawmna chu buaina neihloh nun hi a ni
fear, hmun thara in sawn hi chu a zamawm duh ania
sadness,nia maths hi ka thiamthei thlawt lo
joy, sikul ah kan let leh thei ta
sadness, an inthren chu a va pawi ve
anger, nikhatna atranga inhrem nghal chu a va ninawm ve
sadness,chak dawn veleh a haw daih zel 
neutral, mi kan zawt ange
joy, christmas kung kan chei dawn
fear, khaw dur chhunga thlawh chu kan hlauthawng ve khawp mai
joy, kan fa piangtur hi kan lawmpui tak zet ani
